11/13/2016 2:15:49 PM,,,Left Hand, 26.27, 0.00,26.27,0.00,0.00,0.00,0.00,0.00, 8, 0, 0, 0, 0
11/13/2016 2:15:49 PM,,,Left Hand, 26.27, 0.00,26.27,0.00,0.00,0.00,0.00,0.00, 8, 0, 0, 0, 0
11/13/2016 2:15:49 PM,,,Left Hand, 26.27, 0.00,26.27,0.00,0.00,0.00,0.00,0.00, 8, 0, 0, 0, 0
11/13/2016 2:15:49 PM,,,Left Hand, 26.27, 0.00,26.27,0.00,0.00,0.00,0.00,0.00, 8, 0, 0, 0, 0
11/13/2016 2:15:49 PM,,,Left Hand, 26.27, 0.00,26.27,0.00,0.00,0.00,0.00,0.00, 8, 0, 0, 0, 0
11/13/2016 2:15:49 PM,,,Left Hand, 26.27, 0.00,26.27,0.00,0.00,0.00,0.00,0.00, 8, 0, 0, 0, 0
11/13/2016 2:15:49 PM,,,Left Hand, 26.27, 0.00,26.27,0.00,0.00,0.00,0.00,0.00, 8, 0, 0, 0, 0
11/13/2016 2:15:49 PM,,,Left Hand, 26.27, 0.00,26.27,0.00,0.00,0.00,0.00,0.00, 8, 0, 0, 0, 0
11/13/2016 2:15:49 PM,,,Left Hand, 26.27, 0.00,26.27,0.00,0.00,0.00,0.00,0.00, 8, 0, 0, 0, 0
11/13/2016 2:15:49 PM,,,Left Hand, 26.27, 0.00,26.27,0.00,0.00,0.00,0.00,0.00, 8, 0, 0, 0, 0
11/13/2016 2:15:49 PM,,,Left Hand, 26.27, 0.00,26.27,0.00,0.00,0.00,0.00,0.00, 8, 0, 0, 0, 0
11/13/2016 2:15:49 PM,,,Left Hand, 26.27, 0.00,26.27,0.00,0.00,0.00,0.00,0.00, 8, 0, 0, 0, 0
11/13/2016 2:15:49 PM,,,Left Hand, 26.27, 0.00,26.27,0.00,0.00,0.00,0.00,0.00, 8, 0, 0, 0, 0
11/13/2016 2:15:49 PM,,,Left Hand, 26.27, 0.00,26.27,0.00,0.00,0.00,0.00,0.00, 8, 0, 0, 0, 0
11/13/2016 2:15:49 PM,,,Left Hand, 26.27, 0.00,26.27,0.00,0.00,0.00,0.00,0.00, 8, 0, 0, 0, 0
11/13/2016 2:15:49 PM,,,Left Hand, 26.27, 0.00,26.27,0.00,0.00,0.00,0.00,0.00, 8, 0, 0, 0, 0
11/13/2016 2:15:49 PM,,,Left Hand, 26.27, 0.00,26.27,0.00,0.00,0.00,0.00,0.00, 8, 0, 0, 0, 0
11/13/2016 2:15:49 PM,,,Left Hand, 26.27, 0.00,26.27,0.00,0.00,0.00,0.00,0.00, 8, 0, 0, 0, 0
11/13/2016 2:15:49 PM,,,Left Hand, 26.27, 0.00,26.27,0.00,0.00,0.00,0.00,0.00, 8, 0, 0, 0, 0
11/13/2016 2:15:49 PM,,,Left Hand, 26.27, 0.00,26.27,0.00,0.00,0.00,0.00,0.00, 8, 0, 0, 0, 0
11/13/2016 2:15:49 PM,,,Left Hand, 26.27, 0.00,26.27,0.00,0.00,0.00,0.00,0.00, 8, 0, 0, 0, 0
11/13/2016 2:15:49 PM,,,Left Hand, 26.27, 0.00,26.27,0.00,0.00,0.00,0.00,0.00, 8, 0, 0, 0, 0
11/13/2016 2:15:49 PM,,,Left Hand, 26.27, 0.00,26.27,0.00,0.00,0.00,0.00,0.00, 8, 0, 0, 0, 0
11/13/2016 2:15:49 PM,,,Left Hand, 26.27, 0.00,26.27,0.00,0.00,0.00,0.00,0.00, 8, 0, 0, 0, 0
11/13/2016 2:15:49 PM,,,Left Hand, 26.27, 0.00,26.27,0.00,0.00,0.00,0.00,0.00, 8, 0, 0, 0, 0
11/13/2016 2:15:49 PM,,,Left Hand, 26.27, 0.00,26.27,0.00,0.00,0.00,0.00,0.00, 8, 0, 0, 0, 0
11/13/2016 2:15:49 PM,,,Left Hand, 26.27, 0.00,26.27,0.00,0.00,0.00,0.00,0.00, 8, 0, 0, 0, 0
11/13/2016 2:15:49 PM,,,Left Hand, 26.27, 0.00,26.27,0.00,0.00,0.00,0.00,0.00, 8, 0, 0, 0, 0
11/13/2016 2:15:49 PM,,,Left Hand, 26.27, 0.00,26.27,0.00,0.00,0.00,0.00,0.00, 8, 0, 0, 0, 0
11/13/2016 2:15:49 PM,,,Left Hand, 26.27, 0.00,26.27,0.00,0.00,0.00,0.00,0.00, 8, 0, 0, 0, 0
11/13/2016 2:15:49 PM,,,Left Hand, 26.27, 0.00,26.27,0.00,0.00,0.00,0.00,0.00, 8, 0, 0, 0, 0
11/13/2016 2:15:49 PM,,,Left Hand, 26.27, 0.00,26.27,0.00,0.00,0.00,0.00,0.00, 8, 0, 0, 0, 0
11/13/2016 2:15:49 PM,,,Left Hand, 26.27, 0.00,26.27,0.00,0.00,0.00,0.00,0.00, 8, 0, 0, 0, 0
11/13/2016 2:15:49 PM,,,Left Hand, 26.27, 0.00,26.27,0.00,0.00,0.00,0.00,0.00, 8, 0, 0, 0, 0
11/13/2016 2:15:49 PM,,,Left Hand, 26.27, 0.00,26.27,0.00,0.00,0.00,0.00,0.00, 8, 0, 0, 0, 0
11/13/2016 2:15:49 PM,,,Left Hand, 26.27, 0.00,26.27,0.00,0.00,0.00,0.00,0.00, 8, 0, 0, 0, 0
11/13/2016 2:15:49 PM,,,Left Hand, 26.27, 0.00,26.27,0.00,0.00,0.00,0.00,0.00, 8, 0, 0, 0, 0
11/13/2016 2:15:49 PM,,,Left Hand, 26.27, 0.00,26.27,0.00,0.00,0.00,0.00,0.00, 8, 0, 0, 0, 0
